id,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,img_link,product_link,tags
414,199311113.0,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,₹999,"₹1,599",38%,4.0,"7,222",https://m.media-amazon.com/images/I/21e5ZrIutKS._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-Multi-Layer-Protection-Li-Polymer-Stylo-10k/dp/B0993BB11X/ref=sr_1_82?qid=1672895770&s=electronics&sr=1-82,"electronics, mobiles&accessories, mobileaccessories, chargers, powerbanks"
415,191255338.0,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,299","₹1,599",19%,4.0,"1,28,311",https://m.media-amazon.com/images/I/41w5fk8Vl6L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Nokia-105-Single-Keypad-Wireless/dp/B09V2PZDX8/ref=sr_1_83?qid=1672895770&s=electronics&sr=1-83,"electronics, mobiles&accessories, smartphones&basicmobiles, basicmobiles"
416,185282517.0,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,"₹1,800",67%,3.5,"83,996",https://m.media-amazon.com/images/I/41qhEf58vbL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Tangent-Lite-Magnetic-Bluetooth-Headphones/dp/B085W8CFLH/ref=sr_1_84?qid=1672895770&s=electronics&sr=1-84,"electronics, headphones,earbuds&accessories, headphones, in-ear"
417,192963852.0,"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",Electronics|Accessories|MemoryCards|MicroSD,₹599,"₹1,899",68%,4.3,"1,40,036",https://m.media-amazon.com/images/I/31P2d7102lL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-microSDXC-Memory-Adapter-MB-MC64KA/dp/B09MT6XSFW/ref=sr_1_85?qid=1672895770&s=electronics&sr=1-85,"electronics, accessories, memorycards, microsd"
418,177361158.0,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,799","₹2,499",28%,4.1,"18,678",https://m.media-amazon.com/images/I/31RktQKvhoL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-20000mAh-Lithium-Polymer-Stylo-20K/dp/B07RD611Z8/ref=sr_1_86?qid=1672895770&s=electronics&sr=1-86,"electronics, mobiles&accessories, mobileaccessories, chargers, powerbanks"
419,182725222.0,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹176.63,₹499,65%,4.1,"15,189",https://m.media-amazon.com/images/I/41jlwEZpa5L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Micro-USB-Tangle-Free-Transmission/dp/B08WRWPM22/ref=sr_1_87?qid=1672895770&s=electronics&sr=1-87,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
420,114552153.0,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹10,999","₹14,999",27%,4.1,"18,998",https://m.media-amazon.com/images/I/41Vj+8XWIQL._SY300_SX300_.jpg,https://www.amazon.in/Samsung-Midnight-Storage-6000mAh-Battery/dp/B0B4F52B5X/ref=sr_1_88?qid=1672895770&s=electronics&sr=1-88,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
421,196155445.0,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics|WearableTechnology|SmartWatches,"₹2,999","₹7,990",62%,4.1,"48,449",https://m.media-amazon.com/images/I/41pfjyUPZLL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Smartwatch-Multiple-Monitoring-Resistance/dp/B096VF5YYF/ref=sr_1_89?qid=1672895770&s=electronics&sr=1-89,"electronics, wearabletechnology, smartwatches"
422,115339123.0,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)",Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,990",75%,3.8,"17,831",https://m.media-amazon.com/images/I/41R9fDKo6iL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5D39BCD/ref=sr_1_90?qid=1672895770&s=electronics&sr=1-90,"electronics, wearabletechnology, smartwatches"
423,183376299.0,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹229,₹299,23%,4.3,"30,411",https://m.media-amazon.com/images/I/31XO-wfGGGL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/MI-MTCY001IN-USB-Type-C-Cable/dp/B08DDRGWTJ/ref=sr_1_91?qid=1672895770&s=electronics&sr=1-91,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
424,18215639.0,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹199,₹299,33%,4.0,"43,994",https://m.media-amazon.com/images/I/31kj3q4SepL._SY445_SX342_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-Unbreakable-Charging-Braided-Android/dp/B082LZGK39/ref=sr_1_92?qid=1672895770&s=electronics&sr=1-92,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
425,193191293.0,MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹649,₹999,35%,4.2,"1,315",https://m.media-amazon.com/images/I/21df1gnW1SL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Xiaomi-22-5W-Fast-Charger-Cable/dp/B09XBJ1CTN/ref=sr_1_93?qid=1672895770&s=electronics&sr=1-93,"electronics, mobiles&accessories, mobileaccessories, chargers, wallchargers"
426,114551738.0,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,499",28%,4.1,"18,998",https://m.media-amazon.com/images/I/413sCRKobNL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-Midnight-Storage-5000mAh-Battery/dp/B0B4F5L738/ref=sr_1_94?qid=1672895770&s=electronics&sr=1-94,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
427,18292343.0,"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",Electronics|Mobiles&Accessories|MobileAccessories|Décor,₹119,₹299,60%,4.1,"5,999",https://m.media-amazon.com/images/I/511g3fIVsqL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/GIZGA-Protector-Charging-Protective-G55/dp/B08MTCKDYN/ref=sr_1_95?qid=1672895770&s=electronics&sr=1-95,"electronics, mobiles&accessories, mobileaccessories, décor"
428,196881538.0,"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹17,999",28%,4.1,"50,772",https://m.media-amazon.com/images/I/411yU+n3UkL._SY300_SX300_.jpg,https://www.amazon.in/Redmi-Storage-Qualcomm%C2%AE-SnapdragonTM-Included/dp/B09QS8V5N8/ref=sr_1_96?qid=1672895770&s=electronics&sr=1-96,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
429,182533767.0,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹154,₹339,55%,4.3,"13,391",https://m.media-amazon.com/images/I/31dJ+lXJq3L._SY300_SX300_.jpg,https://www.amazon.in/Portronics-POR-1081-Charging-1-2Meter-Function/dp/B08CF3D7QR/ref=sr_1_100?qid=1672895777&s=electronics&sr=1-100,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
430,199227199.0,"Redmi Note 11 Pro + 5G (Phantom White, 8GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹20,999","₹26,999",22%,3.9,"25,824",https://m.media-amazon.com/images/I/410TBgL2KXL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Redmi-Phantom-Additional-Exchange-Included/dp/B09T2WRLJJ/ref=sr_1_101?qid=1672895777&s=electronics&sr=1-101,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
431,189216941.0,"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Adapter for iPhone 11/Xs/XS Max/XR/X/8/7/6/Plus, iPad Pro/Air 2/Mini 3/Mini 4, Samsung S4/S5, and More",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹249,₹649,62%,4.0,"14,404",https://m.media-amazon.com/images/I/41v82KfCUuL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/oraimo-firefly-2s-charger-micro-usb-multi-protection/dp/B089WB69Y1/ref=sr_1_102?qid=1672895777&s=electronics&sr=1-102,"electronics, mobiles&accessories, mobileaccessories, chargers, wallchargers"
432,1116282.0,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹99,₹171,42%,4.5,"11,339",https://m.media-amazon.com/images/I/31MmkM8HTiL._SY300_SX300_QL70_ML2_.jpg,https://www.amazon.in/Goldmedal-202042-Plastic-Universal-Adaptor/dp/B0116MIKKC/ref=sr_1_103?qid=1672895777&s=electronics&sr=1-103,"electronics, mobiles&accessories, mobileaccessories, chargers, wallchargers"
433,19585838.0,"WeCool C1 Car Mobile Holder with One Click Technology,360° Rotational, Strong Suction Cup,Compatible with 4 to 6 Inch Devices, Wildshield and Dashboard Mobile Holder for Car, and Use",Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,₹489,"₹1,999",76%,4.0,"3,626",https://m.media-amazon.com/images/I/41fkuZKjGCL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/WeCool-C1-Technology-Windshield-Extendable/dp/B09P858DK8/ref=sr_1_104?qid=1672895777&s=electronics&sr=1-104,"electronics, mobiles&accessories, mobileaccessories, automobileaccessories, cradles"
434,173915258.0,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics|Accessories|MemoryCards|MicroSD,₹369,"₹1,600",77%,4.0,"32,625",https://m.media-amazon.com/images/I/41z7FRqEerL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/HP-MicroSD-U1-TF-Card-32GB/dp/B07DJLFMPS/ref=sr_1_106?qid=1672895777&s=electronics&sr=1-106,"electronics, accessories, memorycards, microsd"
435,172762317.0,"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499","₹20,999",26%,4.1,"19,252",https://m.media-amazon.com/images/I/41iVkyHeTUL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/iQOO-Lumina-Blue-128GB-Storage/dp/B07WHQWXL7/ref=sr_1_107?qid=1672895777&s=electronics&sr=1-107,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
436,17233586.0,"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,499","₹18,999",18%,4.1,"19,252",https://m.media-amazon.com/images/I/41Yylo75u7L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/iQOO-Storage-Snapdragon-Purchased-Separately/dp/B07WDK3ZS6/ref=sr_1_108?qid=1672895777&s=electronics&sr=1-108,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
437,199288392.0,"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹22,999","₹28,999",21%,3.9,"25,824",https://m.media-amazon.com/images/I/41iEZV6nKbL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Redmi-Stealth-Additional-Exchange-Included/dp/B09T2S8X9C/ref=sr_1_109?qid=1672895777&s=electronics&sr=1-109,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
438,178988615.0,boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",₹599,"₹1,490",60%,4.1,"1,61,679",https://m.media-amazon.com/images/I/41OVH5kIQhL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Boat-Bassheads-242-Earphones-Resistance/dp/B07S9S86BF/ref=sr_1_110?qid=1672895777&s=electronics&sr=1-110,"electronics, headphones,earbuds&accessories, headphones, in-ear"
439,173876627.0,Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),Electronics|Mobiles&Accessories|MobileAccessories|Stands,₹134,₹699,81%,4.1,"16,685",https://m.media-amazon.com/images/I/31mbyi7ocJL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Portronics-POR-122-MODESK-Universal-Mobile/dp/B07N8RQ6W7/ref=sr_1_111?qid=1672895777&s=electronics&sr=1-111,"electronics, mobiles&accessories, mobileaccessories, stands"
440,19537658.0,"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5"" inch Large Display",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹7,499","₹7,999",6%,4.0,"30,907",https://m.media-amazon.com/images/I/4147W6koDNL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/realme-narzo-Mint-Green-Storage/dp/B09FKDH6FS/ref=sr_1_115?qid=1672895777&s=electronics&sr=1-115,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
441,187192295.0,MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"₹1,149","₹2,199",48%,4.3,"1,78,912",https://m.media-amazon.com/images/I/31YFSh7g63L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Power-10000mAh-Metallic-Output-Charging/dp/B08HVJCW95/ref=sr_1_116?qid=1672895777&s=electronics&sr=1-116,"electronics, mobiles&accessories, mobileaccessories, chargers, powerbanks"
442,194353138.0,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,324","₹1,699",22%,4.0,"1,28,311",https://m.media-amazon.com/images/I/41o7qy-j6KL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Nokia-105-Single-Keypad-Wireless/dp/B09YDFDVNS/ref=sr_1_117?qid=1672895777&s=electronics&sr=1-117,"electronics, mobiles&accessories, smartphones&basicmobiles, basicmobiles"
443,17265984.0,"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹13,999","₹19,999",30%,4.1,"19,252",https://m.media-amazon.com/images/I/41Lif4YWC2L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/iQOO-Raven-Black-128GB-Storage/dp/B07WGPKTS4/ref=sr_1_118?qid=1672895777&s=electronics&sr=1-118,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
444,178915929.0,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹299,₹799,63%,4.2,"94,364",https://m.media-amazon.com/images/I/41SDfuK7L2L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Rugged-Extra-Tough-Unbreakable-Braided/dp/B0789LZTCJ/ref=sr_1_119?qid=1672895777&s=electronics&sr=1-119,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
445,192526475.0,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,₹999,"₹1,599",38%,4.0,"7,222",https://m.media-amazon.com/images/I/31oA0-q5UzL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Ambrane-Multi-Layer-Protection-Li-Polymer-Stylo-10k/dp/B09MZCQYHZ/ref=sr_1_120?qid=1672895777&s=electronics&sr=1-120,"electronics, mobiles&accessories, mobileaccessories, chargers, powerbanks"
446,114525213.0,"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,999","₹17,999",28%,4.1,"18,998",https://m.media-amazon.com/images/I/41fNkwj-vnL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Samsung-Stardust-Storage-6000mAh-Battery/dp/B0B4F2ZWL3/ref=sr_1_121?qid=1672895777&s=electronics&sr=1-121,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
447,181122273.0,"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹15,490","₹20,990",26%,4.2,"32,916",https://m.media-amazon.com/images/I/41iHN9Y07cS._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/OPPO-Fluid-Black-128GB-Storage/dp/B08VB2CMR3/ref=sr_1_122?qid=1672895777&s=electronics&sr=1-122,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
448,195799712.0,Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹999,"₹2,899",66%,4.6,"26,603",https://m.media-amazon.com/images/I/41Usew0lrWL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Spigen-Tempered-Screen-Protector-iPhone/dp/B095RTJH1M/ref=sr_1_123?qid=1672895777&s=electronics&sr=1-123,"electronics, mobiles&accessories, mobileaccessories, maintenance,upkeep&repairs, screenprotectors"
449,197725357.0,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics|WearableTechnology|SmartWatches,"₹1,599","₹4,999",68%,4.0,"67,950",https://m.media-amazon.com/images/I/41XH-IpxCQL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Noise-ColorFit-Smartwatch-Monitoring-Waterproof/dp/B097R25DP7/ref=sr_1_124?qid=1672895777&s=electronics&sr=1-124,"electronics, wearabletechnology, smartwatches"
450,19435958.0,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Charcoal",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,324","₹1,699",22%,4.0,"1,28,311",https://m.media-amazon.com/images/I/31-hWNXDxiL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Nokia-105-Single-Wireless-Charcoal/dp/B09YDFKJF8/ref=sr_1_125?qid=1672895777&s=electronics&sr=1-125,"electronics, mobiles&accessories, smartphones&basicmobiles, basicmobiles"
451,17233582.0,"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹20,999","₹29,990",30%,4.3,"9,499",https://m.media-amazon.com/images/I/41XtHlbmOHL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/iQOO-Storage-Snapdragon-FlashCharge-Brightness/dp/B07WDK3ZS2/ref=sr_1_126?qid=1672895777&s=electronics&sr=1-126,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
452,18755947.0,MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - White,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,₹999,"₹1,999",50%,4.3,"1,777",https://m.media-amazon.com/images/I/21Z1HsPvyTL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/33W-SonicCharge-2-0-Charger-Combo/dp/B08RZ5K9YH/ref=sr_1_121?qid=1672895784&s=electronics&sr=1-121,"electronics, mobiles&accessories, mobileaccessories, chargers, wallchargers"
453,184448681.0,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹12,490","₹15,990",22%,4.2,"58,506",https://m.media-amazon.com/images/I/41OBf52bnOL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Oppo-Mystery-Storage-Additional-Exchange/dp/B08444S68L/ref=sr_1_122?qid=1672895784&s=electronics&sr=1-122,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
454,172761518.0,"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"₹17,999","₹21,990",18%,4.0,"21,350",https://m.media-amazon.com/images/I/41OaM+9ZHXL._SY300_SX300_.jpg,https://www.amazon.in/iQOO-Chromatic-Storage-Snapdragon-Processor/dp/B07WHQBZLS/ref=sr_1_123?qid=1672895784&s=electronics&sr=1-123,"electronics, mobiles&accessories, smartphones&basicmobiles, smartphones"
455,185393672.0,"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹350,₹899,61%,4.2,"2,263",https://m.media-amazon.com/images/I/31J6qGhAL9L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Portronics-Konnect-Delivery-Support-Braided/dp/B085DTN6R2/ref=sr_1_124?qid=1672895784&s=electronics&sr=1-124,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
456,199856295.0,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"₹1,399","₹1,630",14%,4.0,"9,378",https://m.media-amazon.com/images/I/41MOWVL2YNL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Motorola-keypad-Mobile-Expandable-Battery/dp/B09JS562TP/ref=sr_1_125?qid=1672895784&s=electronics&sr=1-125,"electronics, mobiles&accessories, smartphones&basicmobiles, basicmobiles"
457,19112531.0,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,₹159,₹399,60%,4.1,"4,768",https://m.media-amazon.com/images/I/41R08zLK69L._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Portronics-Konnect-POR-1401-Charging-Function/dp/B09KLVMZ3B/ref=sr_1_126?qid=1672895784&s=electronics&sr=1-126,"computers&accessories, accessories&peripherals, cables&accessories, cables, usbcables"
458,191178216.0,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Deep Blue)",Electronics|WearableTechnology|SmartWatches,"₹1,499","₹6,990",79%,3.9,"21,796",https://m.media-amazon.com/images/I/41fjUA7leTL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Wave-Lite-Smartwatch-Multiple/dp/B09V17S2BG/ref=sr_1_127?qid=1672895784&s=electronics&sr=1-127,"electronics, wearabletechnology, smartwatches"
459,11526911.0,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2(Caribbean Green)",Electronics|WearableTechnology|SmartWatches,"₹1,999","₹7,990",75%,3.8,"17,833",https://m.media-amazon.com/images/I/4141l8ZBWXL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/boAt-Wave-Call-Dedicated-Multi-Sport/dp/B0B5CGTBKV/ref=sr_1_128?qid=1672895784&s=electronics&sr=1-128,"electronics, wearabletechnology, smartwatches"
460,112312731.0,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack (Sensor Protection),"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",₹999,"₹2,899",66%,4.7,"7,779",https://m.media-amazon.com/images/I/51EiPNlJDgL._SX300_SY300_QL70_ML2_.jpg,https://www.amazon.in/Spigen-Tempered-Screen-Protector-iPhone/dp/B0B23LW7NV/ref=sr_1_130?qid=1672895784&s=electronics&sr=1-130,"electronics, mobiles&accessories, mobileaccessories, maintenance,upkeep&repairs, screenprotectors"
